,Site1,Site2,Site3,Site4,Site5,Site6,Site7
0,33.93346584847768,687.6005161865369,394.82562083430184,1422.8501585782442,2065.7542374040463,3648.3602961902243,3574.487190891083
1,188.28316363056592,0.0,0.0,2198.53580997563,1079.0223959171594,2822.5185705419008,1974.4455419655696
2,109.23633389883253,1159.5728019415205,93.01390937020278,2013.5007012949866,0.0,2735.249385863289,2957.01924662108
3,0.0,144.67932231809164,2426.293490598085,3659.0,725.6071153663934,3766.5,3297.7258603701603
4,2281.548632290861,2530.153014855463,2218.124988399717,3650.0,3217.353088617358,3781.5,3797.0
5,328.31969882475823,2185.1170541367464,1456.2256994259235,3641.0,3488.506388208323,3748.653719839484,3659.4255960998526
6,555.1621467372674,1385.6761861870327,929.7353220683144,3167.697392593835,3273.917559618829,3435.805872826263,3531.8373029959935
7,1521.6145056717048,382.5014291663997,214.99324661770152,2507.122438455146,1556.146388468445,3106.259761821405,2668.519094653703
8,3045.0,3086.0,3062.631783040062,3349.9134075920742,3554.7865945076787,3550.47669049544,3457.997172044892
9,2769.8657747467423,2439.9323781302983,2958.138337893938,2413.274854388006,2568.4076371004617,2310.1497072419165,3076.0143729078836
10,906.4208037701651,1647.7622168824464,2990.8045411536095,3428.1299451167565,2548.2097024657255,3695.4764027971764,3679.5689554207024
11,2458.6230883881776,2266.814147478527,2495.0715408710307,2869.7335368018094,2973.8224439276873,3376.248277327195,3451.8173964434386
12,2829.0472461904624,2938.459740250291,3330.9444736697383,3844.0,3651.8216765452175,3824.143254687325,3830.1820965464135
13,0.0,1305.409620028653,3164.2571995053213,2885.393924577212,3696.4463260900366,3997.5,3365.475006395509
14,20.776381793951714,2725.333202017678,3496.238953319059,3870.0,3815.5682868320364,3771.374045427742,3671.3812343660047
15,100.07563580083388,991.5450532577715,997.5536701439769,3256.5993547492058,2032.2394002954009,3658.728399528316,3652.833071226177
16,0.0,0.0,0.0,950.1895159276564,1732.2181774981436,0.0,1981.1437605793276
17,252.1599642295314,1698.7855830813673,1829.871694432385,3071.3132520773106,3558.0200332697777,3469.6180924709897,2709.2234735456877
18,560.4636962523596,963.4669981737816,861.6863417372833,3007.5629862707447,2905.534513916823,3202.7285666176776,3357.227606650149
19,1028.69305656108,1085.1210707724958,2946.7889576692264,3304.1963099665213,3913.264614215514,3386.255154354635,3486.9277162188127
20,1323.0084761876728,1718.3282884813289,1779.7183590770346,3321.196303201631,2684.4190280595894,4241.5,3989.711704855624
21,853.8197734843916,0.0,1015.2913766113616,2452.4007196208668,2991.63662750699,2573.331840202411,2235.2982676542665
22,290.7727378301115,0.0,383.06116153000585,1236.7545665537664,2002.6601034109635,3265.5460463852346,3440.9806508019947
23,0.0,0.0,578.945997961182,2072.7463292599364,2646.0027145529257,1241.4508423778775,2692.9098080847116
24,2382.6449670186885,2862.261448588353,1586.3425171129784,3458.9021102387032,3624.5729299928967,2986.2004401203203,2583.825211153161
25,3550.5,3521.5,1872.006244950653,3138.904135200055,3875.4506643664827,4183.417133844921,4106.130397619351
26,3584.5,3641.5,562.616853241685,3934.1793642358684,2269.716772123143,4075.3938966428964,4202.299457368602
27,3074.722717245271,3353.3552507542972,3999.5,2928.4805057742433,2479.213299767095,4132.5387135902365,4228.199586784334
28,2808.6337853988553,2749.910873953376,3585.704126717539,3994.1089725912416,1332.9731800454592,3941.1735166149856,3827.425673694422
29,3168.9171563088607,2923.8020540890966,3693.093465914259,4141.624452686295,3980.3153592937224,4177.638634350239,3514.378812587656
30,1700.2530276678322,1581.884111807794,1779.7166714859131,1197.0034158020662,1814.53389322367,1906.432404436936,2698.8858736928887
31,3478.87815455992,3794.449076829174,3714.2749555565492,4298.945708994629,3705.4464744844163,4154.610609353507,3854.4307182321363
32,3628.4621300824456,3753.3717319857833,3870.6264556269175,3633.7872938249748,3557.457069590174,3655.1218288114865,1944.4171363068754
33,3832.686514547004,3461.908402051403,3734.700503664591,4428.630436327545,3055.6763075375547,4475.514856257077,4545.878010670629
34,4020.5,3992.5,4170.147098548482,4638.0,3971.225277890948,4445.262350041458,4261.446683013326
35,3463.5085050689627,3759.5777629856075,4344.5,4696.5,4741.0,4821.5,4796.0
36,3044.1965043730956,3192.770076697804,4328.0,4740.5,4612.0,4867.5,4856.045209569614
37,2457.6801485462,3264.742851408256,3831.0231491860595,4729.5,3430.096011872226,4827.0,4815.5
38,1170.9160565303869,1460.3478794717976,3800.8680710961657,4588.372220453052,4287.128722006169,4852.5,4832.5
39,2403.911874933021,1875.654104412788,3169.5110044285743,4509.172301953529,4245.283430401178,4395.216880285676,4753.526614359929
40,2604.564690176562,2577.5036340755955,2043.5451380310587,4341.400729072586,4289.483390444266,4105.821166165331,4627.386829440699
41,648.8489727005276,1959.245115143583,3358.1963409563346,4548.757341960429,4534.346303774218,3489.3834402302236,3359.2813828485787
42,4365.5,4283.5,3381.555989405768,4272.208013805441,4506.1052697448495,4546.669076331498,3991.8083165002377
